id|split|domain|label|goal|trace
wb-email-029-yes|train|workbench_email|yes|I need to send an email to kofi saying 'Hi kofi,  I've been assigned 'Fix bug in user management module'. Excited to work on this and confident it will greatly improve our backend efficiency.  Thanks,  Sam' and title it 'Update on Corporate Social Responsibility Initiative'. Can you do that?|"Recorded tool actions: company_directory.find_email_address(name=""Kofi""); email.send_email(recipient=""kofi.mensah@atlas.com"", subject=""Update on Corporate Social Responsibility Initiative"", body=""Hi kofi,\n\nI've been assigned 'Fix bug in user management module'. Excited to work on this and confident it will greatly improve our backend efficiency.\n\nThanks,\n\nSam"")"
wb-email-030-no|train|workbench_email|no|I need to get back to yuki's last email about 'Update on Client Appreciation Gala' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?|"Recorded tool actions: email.search_emails(query=""yuki Update on Client Appreciation Gala""); email.reply_email(email_id=""00000234"", body=""Hi Yuki,\n\nThanks for the update - I will get back to you tomorrow. \n\nBest,\nSam"")"
wb-email-030-yes|train|workbench_email|yes|I need to get back to yuki's last email about 'Update on Client Appreciation Gala' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?|"Recorded tool actions: email.search_emails(query=""Update on Client Appreciation Gala""); email.reply_email(email_id=""00000234"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-031-no|train|workbench_email|no|Reply to yuki's last email about 'Update on Corporate Social Responsibility Initiative' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: company_directory.find_email_address(name=""Yuki""); email.search_emails(query=""Update on Corporate Social Responsibility Initiative"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-031-yes|train|workbench_email|yes|Reply to yuki's last email about 'Update on Corporate Social Responsibility Initiative' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: email.search_emails(query=""Update on Corporate Social Responsibility Initiative"", date_max=""2023-11-30""); email.reply_email(email_id=""00000446"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-032-no|train|workbench_email|no|I need to get back to dmitri's last email about 'Update on team coordination meeting' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?|"Recorded tool actions: email.search_emails(query=""dmitri Update on team coordination meeting""); email.reply_email(email_id=""00000313"", body=""Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?"")"
wb-email-032-yes|train|workbench_email|yes|I need to get back to dmitri's last email about 'Update on team coordination meeting' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?|"Recorded tool actions: email.search_emails(query=""Dmitri Update on team coordination meeting""); email.reply_email(email_id=""00000313"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-033-no|train|workbench_email|no|Reply to anaya's last email about 'Update on Innovation and Creativity Hackathon' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: email.search_emails(query=""Update on Innovation and Creativity Hackathon""); email.reply_email(email_id=""00000258"", body=""Thanks for the update – I will get back to you tomorrow."")"
wb-email-033-yes|train|workbench_email|yes|Reply to anaya's last email about 'Update on Innovation and Creativity Hackathon' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: email.search_emails(query=""anaya Update on Innovation and Creativity Hackathon"", date_max=""2023-11-30""); email.reply_email(email_id=""00000258"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-034-no|train|workbench_email|no|I need to get back to amir's last email about 'Update on Risk Management Forum' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?|"Recorded tool actions: email.search_emails(query=""Update on Risk Management Forum Amir"", date_min=""2023-11-30"", date_max=""2023-11-30""); email.reply_email(email_id=""00000188"", body=""Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?"")"
wb-email-034-yes|train|workbench_email|yes|I need to get back to amir's last email about 'Update on Risk Management Forum' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?|"Recorded tool actions: email.search_emails(query=""Update on Risk Management Forum amir""); email.reply_email(email_id=""00000188"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-036-no|train|workbench_email|no|I need to get back to lena's last email about 'Update on Leadership Training Workshop' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?|"Recorded tool actions: email.search_emails(query=""Lena Update on Leadership Training Workshop"", date_min=""2023-11-01"", date_max=""2023-11-30"")"
wb-email-036-yes|train|workbench_email|yes|I need to get back to lena's last email about 'Update on Leadership Training Workshop' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?|"Recorded tool actions: email.search_emails(query=""Update on Leadership Training Workshop lena"", date_max=""2023-11-30""); email.reply_email(email_id=""00000048"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-037-no|train|workbench_email|no|Reply to raj's last email about 'Update on IT Systems Update Briefing' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: email.search_emails(query=""Update on IT Systems Update Briefing"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-037-yes|train|workbench_email|yes|Reply to raj's last email about 'Update on IT Systems Update Briefing' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: email.search_emails(query=""Update on IT Systems Update Briefing"", date_min=""2023-11-01"", date_max=""2023-11-30""); email.reply_email(email_id=""00000001"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-038-no|train|workbench_email|no|Reply to chenwei's last email about 'Task Update on Develop prototype for login system' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: email.search_emails(query=""Task Update on Develop prototype for login system"", date_max=""2023-11-30""); email.reply_email(email_id=""00000315"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-038-yes|train|workbench_email|yes|Reply to chenwei's last email about 'Task Update on Develop prototype for login system' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: email.search_emails(query=""chenwei Task Update Develop prototype login system""); email.reply_email(email_id=""00000239"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-039-no|train|workbench_email|no|Reply to yuki's last email about 'Task Update on Add authentication for email notification' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: company_directory.find_email_address(name=""Yuki""); email.search_emails(query=""Task Update on Add authentication for email notification"", date_min=""2023-11-29"", date_max=""2023-11-30""); email.reply_email(email_id=""00000436"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-039-yes|train|workbench_email|yes|Reply to yuki's last email about 'Task Update on Add authentication for email notification' with 'Thanks for the update - I will get back to you tomorrow.'|"Recorded tool actions: email.search_emails(query=""Task Update on Add authentication for email notification""); email.reply_email(email_id=""00000286"", body=""Thanks for the update - I will get back to you tomorrow."")"
wb-email-040-no|train|workbench_email|no|carlos needs all the emails from chenwei last week about 'Update on Supply Chain Enhancement Workshop'. Can you forward them?|"Recorded tool actions: email.search_emails(query=""Update on Supply Chain Enhancement Workshop"", date_min=""2023-11-20"", date_max=""2023-11-26""); email.forward_email(email_id=""00000390"", recipient=""carlos@atlas.com""); email.forward_email(email_id=""00000337"", recipient=""carlos@atlas.com"")"
wb-email-040-yes|train|workbench_email|yes|carlos needs all the emails from chenwei last week about 'Update on Supply Chain Enhancement Workshop'. Can you forward them?|"Recorded tool actions: company_directory.find_email_address(name=""Carlos""); company_directory.find_email_address(name=""Chenwei""); email.search_emails(query=""Chenwei Update on Supply Chain Enhancement Workshop"", date_min=""2023-11-20"", date_max=""2023-11-26""); email.forward_email(email_id=""00000337"", recipient=""carlos.rodriguez@atlas.com"")"
wb-email-041-no|train|workbench_email|no|can you forward all the emails from anaya last week about 'Update on Board of Directors Conclave' to nadia|"Recorded tool actions: email.search_emails(query=""Update on Board of Directors Conclave"", date_min=""2023-11-23"", date_max=""2023-11-29"")"
wb-email-041-yes|train|workbench_email|yes|can you forward all the emails from anaya last week about 'Update on Board of Directors Conclave' to nadia|"Recorded tool actions: company_directory.find_email_address(name=""Nadia""); email.search_emails(date_max=""2023-11-26"", query=""Update on Board of Directors Conclave"", date_min=""2023-11-20""); email.forward_email(recipient=""nadia.moreau@atlas.com"", email_id=""00000120""); email.forward_email(email_id=""00000346"", recipient=""nadia.moreau@atlas.com"")"
wb-email-042-no|train|workbench_email|no|nia needs all the emails from sofia last week about 'Update on Risk Management Forum'. Can you forward them?|"Recorded tool actions: email.search_emails(query=""Update on Risk Management Forum"", date_min=""2023-11-20"", date_max=""2023-11-26""); company_directory.find_email_address(name=""Sofia""); email.forward_email(email_id=""00000173"", recipient=""nia@atlas.com"")"
wb-email-042-yes|train|workbench_email|yes|nia needs all the emails from sofia last week about 'Update on Risk Management Forum'. Can you forward them?|"Recorded tool actions: company_directory.find_email_address(name=""Nia""); company_directory.find_email_address(name=""Sofia""); email.search_emails(date_min=""2023-11-20"", date_max=""2023-11-26"", query=""Update on Risk Management Forum""); email.forward_email(recipient=""nia.johnson@atlas.com"", email_id=""00000173"")"
wb-email-043-no|train|workbench_email|no|chenwei needs all the emails from nadia last week about 'Task Update on Improve UX of feedback submission'. Can you forward them?|"Recorded tool actions: email.search_emails(query=""Task Update on Improve UX of feedback submission"", date_min=""2023-11-23"", date_max=""2023-11-29""); email.search_emails(query=""Improve UX feedback submission"", date_min=""2023-11-23"", date_max=""2023-11-29"")"
wb-email-043-yes|train|workbench_email|yes|chenwei needs all the emails from nadia last week about 'Task Update on Improve UX of feedback submission'. Can you forward them?|"Recorded tool actions: company_directory.find_email_address(name=""chenwei""); email.search_emails(query=""Task Update on Improve UX of feedback submission nadia"", date_min=""2023-11-20"", date_max=""2023-11-26""); email.forward_email(email_id=""00000198"", recipient=""chenwei.zhang@atlas.com"")"
wb-email-044-no|train|workbench_email|no|Forward all the emails from fatima last week about 'Task Update on Develop prototype for report generation' to anaya|"Recorded tool actions: email.search_emails(query=""fatima Task Update on Develop prototype for report generation"", date_min=""2023-11-23"", date_max=""2023-11-29""); email.search_emails(query=""fatima Develop prototype for report generation"", date_min=""2023-11-23"", date_max=""2023-11-29""); email.search_emails(query=""fatima Task Update"", date_min=""2023-11-23"", date_max=""2023-11-29""); email.search_emails(query=""fatima report generation"", date_min=""2023-11-23"", date_max=""2023-11-29""); email.search_emails(query=""fatima prototype report generation"", date_min=""2023-11-23"", date_max=""2023-11-29"")"
wb-email-044-yes|train|workbench_email|yes|Forward all the emails from fatima last week about 'Task Update on Develop prototype for report generation' to anaya|"Recorded tool actions: company_directory.find_email_address(name=""fatima""); company_directory.find_email_address(name=""anaya""); email.search_emails(date_max=""2023-11-27"", date_min=""2023-11-19"", query=""Develop prototype for report generation""); email.forward_email(email_id=""00000017"", recipient=""anaya.patel@atlas.com"")"
wb-email-045-no|train|workbench_email|no|Forward all the emails from anaya last week about 'Update on status briefing' to amir|"Recorded tool actions: email.search_emails(query=""Update on status briefing anaya"", date_min=""2023-11-23"", date_max=""2023-11-29""); company_directory.find_email_address(name=""amir""); email.search_emails(query=""anaya"", date_min=""2023-11-23"", date_max=""2023-11-29"")"
wb-email-045-yes|train|workbench_email|yes|Forward all the emails from anaya last week about 'Update on status briefing' to amir|"Recorded tool actions: email.search_emails(query=""Update on status briefing anaya"", date_min=""2023-11-20"", date_max=""2023-11-26""); company_directory.find_email_address(name=""amir""); email.forward_email(email_id=""00000281"", recipient=""amir.ali@atlas.com"")"
wb-email-046-no|train|workbench_email|no|Forward all the emails from sofia last week about 'Task Update on Improve UX of onboarding process' to amir|"Recorded tool actions: email.search_emails(query=""Task Update on Improve UX of onboarding process sofia"", date_min=""2023-11-20"", date_max=""2023-11-26""); email.forward_email(email_id=""00000264"", recipient=""amir@example.com"")"
wb-email-046-yes|train|workbench_email|yes|Forward all the emails from sofia last week about 'Task Update on Improve UX of onboarding process' to amir|"Recorded tool actions: company_directory.find_email_address(name=""Amir""); email.search_emails(query=""Task Update on Improve UX of onboarding process sofia""); email.forward_email(recipient=""amir.ali@atlas.com"", email_id=""00000264"")"
wb-email-047-no|train|workbench_email|no|Forward all the emails from amir last week about 'Task Update on Update brand colors in website' to yuki|"Recorded tool actions: email.search_emails(query=""Task Update on Update brand colors in website"", date_min=""2023-11-20"", date_max=""2023-11-26""); email.forward_email(email_id=""00000431"", recipient=""yuki.lee@atlas.com"")"
wb-email-047-yes|train|workbench_email|yes|Forward all the emails from amir last week about 'Task Update on Update brand colors in website' to yuki|"Recorded tool actions: company_directory.find_email_address(name=""amir""); company_directory.find_email_address(name=""yuki""); email.search_emails(query=""Update brand colors in website""); email.forward_email(recipient=""yuki.tanaka@atlas.com"", email_id=""00000431""); email.search_emails(query=""Update brand colors in website"", date_min=""2023-11-20"", date_max=""2023-11-26""); email.search_emails(date_max=""2023-11-26"", date_min=""2023-11-20"", query=""amir"")"
wb-email-048-no|train|workbench_email|no|Forward all the emails from akira last week about 'Update on Client Appreciation Gala' to kofi|"Recorded tool actions: email.search_emails(query=""Update on Client Appreciation Gala"", date_min=""2023-11-20"", date_max=""2023-11-26""); email.forward_email(email_id=""00000477"", recipient=""kofi.owusu@atlas.com"")"
wb-email-048-yes|train|workbench_email|yes|Forward all the emails from akira last week about 'Update on Client Appreciation Gala' to kofi|"Recorded tool actions: company_directory.find_email_address(name=""kofi""); email.search_emails(query=""akira Update on Client Appreciation Gala"", date_min=""2023-11-20"", date_max=""2023-11-26""); email.forward_email(email_id=""00000477"", recipient=""kofi.mensah@atlas.com"")"
wb-email-049-no|train|workbench_email|no|carlos needs all the emails from nia last week about 'Update on introductory call'. Can you forward them?|"Recorded tool actions: email.search_emails(query=""Update on introductory call"", date_min=""2023-11-23"", date_max=""2023-11-29""); email.search_emails(query=""Nia introductory call"", date_min=""2023-11-23"", date_max=""2023-11-29"")"
wb-email-049-yes|train|workbench_email|yes|carlos needs all the emails from nia last week about 'Update on introductory call'. Can you forward them?|"Recorded tool actions: company_directory.find_email_address(name=""nia""); company_directory.find_email_address(name=""carlos""); email.search_emails(query=""Update on introductory call"", date_min=""2023-11-20"", date_max=""2023-11-26""); email.forward_email(email_id=""00000308"", recipient=""carlos.rodriguez@atlas.com"")"
wb-email-050-no|dev|workbench_email|no|Forward the latest email about 'Task Update on Add authentication for email notification' to olga|"Recorded tool actions: email.search_emails(query=""Task Update on Add authentication for email notification"", date_min=""2023-11-01"", date_max=""2023-11-30""); email.forward_email(email_id=""00000436"", recipient=""olga@example.com"")"
wb-email-050-yes|dev|workbench_email|yes|Forward the latest email about 'Task Update on Add authentication for email notification' to olga|"Recorded tool actions: email.search_emails(query=""Task Update on Add authentication for email notification""); company_directory.find_email_address(name=""olga""); email.forward_email(email_id=""00000436"", recipient=""olga.petrova@atlas.com"")"
wb-email-051-no|dev|workbench_email|no|santiago needs the latest email about 'Update on Client Appreciation Gala'. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Update on Client Appreciation Gala""); email.forward_email(email_id=""00000206"", recipient=""santiago@atlas.com"")"
wb-email-051-yes|dev|workbench_email|yes|santiago needs the latest email about 'Update on Client Appreciation Gala'. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Update on Client Appreciation Gala""); company_directory.find_email_address(name=""Santiago""); email.forward_email(email_id=""00000206"", recipient=""santiago.martinez@atlas.com"")"
wb-email-052-no|dev|workbench_email|no|amir needs the latest email about 'Update on Machine Learning Chat'. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Update on Machine Learning Chat""); email.forward_email(email_id=""00000409"", recipient=""amir@atlas.com"")"
wb-email-052-yes|dev|workbench_email|yes|amir needs the latest email about 'Update on Machine Learning Chat'. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Update on Machine Learning Chat""); company_directory.find_email_address(name=""Amir""); email.forward_email(email_id=""00000409"", recipient=""amir.ali@atlas.com"")"
wb-email-053-no|dev|workbench_email|no|can you forward the latest email about 'Update on Corporate Governance Workshop' to yuki|"Recorded tool actions: email.search_emails(query=""Update on Corporate Governance Workshop""); email.forward_email(email_id=""00000428"", recipient=""yuki@example.com"")"
wb-email-053-yes|dev|workbench_email|yes|can you forward the latest email about 'Update on Corporate Governance Workshop' to yuki|"Recorded tool actions: company_directory.find_email_address(name=""yuki""); email.search_emails(query=""Update on Corporate Governance Workshop"", date_min=""2023-11-01"", date_max=""2023-11-30""); email.forward_email(email_id=""00000428"", recipient=""yuki.tanaka@atlas.com"")"
wb-email-054-no|dev|workbench_email|no|Forward the latest email about 'Task Update on Add animation to form submission button' to raj|"Recorded tool actions: email.search_emails(query=""Task Update on Add animation to form submission button"", date_min=""2023-11-30"", date_max=""2023-11-30"")"
wb-email-054-yes|dev|workbench_email|yes|Forward the latest email about 'Task Update on Add animation to form submission button' to raj|"Recorded tool actions: email.search_emails(query=""Task Update on Add animation to form submission button""); company_directory.find_email_address(name=""raj""); email.forward_email(email_id=""00000349"", recipient=""raj.patel@atlas.com"")"
wb-email-055-no|dev|workbench_email|no|Forward the latest email about 'Task Update on Design logo for website' to dmitri|"Recorded tool actions: email.search_emails(query=""Task Update on Design logo for website"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-055-yes|dev|workbench_email|yes|Forward the latest email about 'Task Update on Design logo for website' to dmitri|"Recorded tool actions: email.search_emails(query=""Task Update on Design logo for website""); company_directory.find_email_address(name=""dmitri""); email.forward_email(email_id=""00000118"", recipient=""dmitri.ivanov@atlas.com"")"
wb-email-056-no|dev|workbench_email|no|Forward the latest email about 'Task Update on Design logo for blog' to yuki|"Recorded tool actions: email.search_emails(query=""Task Update on Design logo for blog"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-056-yes|dev|workbench_email|yes|Forward the latest email about 'Task Update on Design logo for blog' to yuki|"Recorded tool actions: email.search_emails(query=""Task Update on Design logo for blog""); email.forward_email(email_id=""00000415"", recipient=""yuki""); company_directory.find_email_address(name=""yuki""); email.forward_email(email_id=""00000415"", recipient=""yuki.tanaka@atlas.com"")"
wb-email-057-no|dev|workbench_email|no|Forward the latest email about 'Update on team coordination meeting' to chenwei|"Recorded tool actions: email.search_emails(query=""Update on team coordination meeting""); email.forward_email(email_id=""00000134"", recipient=""chenwei@example.com"")"
wb-email-057-yes|dev|workbench_email|yes|Forward the latest email about 'Update on team coordination meeting' to chenwei|"Recorded tool actions: email.search_emails(query=""Update on team coordination meeting""); email.forward_email(email_id=""00000134"", recipient=""chenwei""); company_directory.find_email_address(name=""chenwei""); email.forward_email(email_id=""00000134"", recipient=""chenwei.zhang@atlas.com"")"
wb-email-058-no|dev|workbench_email|no|can you forward the latest email about 'Task Update on Design logo for blog' to carlos|"Recorded tool actions: email.search_emails(query=""Task Update on Design logo for blog"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-058-yes|dev|workbench_email|yes|can you forward the latest email about 'Task Update on Design logo for blog' to carlos|"Recorded tool actions: email.search_emails(query=""Task Update on Design logo for blog""); company_directory.find_email_address(name=""Carlos""); email.forward_email(email_id=""00000415"", recipient=""carlos.rodriguez@atlas.com"")"
wb-email-059-no|dev|workbench_email|no|Forward the latest email about 'Task Update on Optimize database query for user management' to aisha|"Recorded tool actions: email.search_emails(query=""Task Update on Optimize database query for user management"", date_min=""2023-11-30"")"
wb-email-059-yes|dev|workbench_email|yes|Forward the latest email about 'Task Update on Optimize database query for user management' to aisha|"Recorded tool actions: email.search_emails(query=""Task Update Optimize database query for user management""); company_directory.find_email_address(name=""Aisha""); email.forward_email(email_id=""00000422"", recipient=""aisha.chen@atlas.com"")"
wb-email-060-no|train|workbench_email|no|Forward my most recent email from fatima to kofi|"Recorded tool actions: email.search_emails(query=""fatima"", date_min=""2023-11-29"", date_max=""2023-11-30""); email.forward_email(email_id=""00000119"", recipient=""kofi"")"
wb-email-060-yes|train|workbench_email|yes|Forward my most recent email from fatima to kofi|"Recorded tool actions: email.search_emails(query=""fatima""); email.forward_email(email_id=""00000119"", recipient=""kofi""); company_directory.find_email_address(name=""kofi""); email.forward_email(email_id=""00000119"", recipient=""kofi.mensah@atlas.com"")"
wb-email-061-no|train|workbench_email|no|Forward my most recent email from kofi to jinsoo|"Recorded tool actions: email.search_emails(query=""kofi""); email.forward_email(email_id=""00000259"", recipient=""jinsoo.park@atlas.com"")"
wb-email-061-yes|train|workbench_email|yes|Forward my most recent email from kofi to jinsoo|"Recorded tool actions: email.search_emails(query=""kofi"", date_max=""2023-11-30""); company_directory.find_email_address(name=""jinsoo""); email.forward_email(email_id=""00000259"", recipient=""jinsoo.kim@atlas.com"")"
wb-email-062-no|train|workbench_email|no|Forward my most recent email from anaya to olga|"Recorded tool actions: email.search_emails(query=""anaya"", date_max=""2023-11-30"", date_min=""2023-11-01""); email.forward_email(email_id=""00000166"", recipient=""olga@example.com"")"
wb-email-062-yes|train|workbench_email|yes|Forward my most recent email from anaya to olga|"Recorded tool actions: email.search_emails(query=""anaya"", date_min=""2023-11-01"", date_max=""2023-11-30""); company_directory.find_email_address(name=""Olga""); email.forward_email(email_id=""00000166"", recipient=""olga.petrova@atlas.com"")"
wb-email-063-no|train|workbench_email|no|can you forward my most recent email from leila to anaya|"Recorded tool actions: email.search_emails(query=""Leila""); email.forward_email(email_id=""00000052"", recipient=""anaya@example.com"")"
wb-email-063-yes|train|workbench_email|yes|can you forward my most recent email from leila to anaya|"Recorded tool actions: email.search_emails(query=""leila"", date_min=""2023-11-01"", date_max=""2023-11-30""); company_directory.find_email_address(name=""anaya""); email.forward_email(email_id=""00000052"", recipient=""anaya.patel@atlas.com"")"
wb-email-064-no|train|workbench_email|no|can you forward my most recent email from jinsoo to chenwei|"Recorded tool actions: email.search_emails(query=""jinsoo""); email.forward_email(email_id=""00000204"", recipient=""chenwei@atlas.com"")"
wb-email-064-yes|train|workbench_email|yes|can you forward my most recent email from jinsoo to chenwei|"Recorded tool actions: email.search_emails(query=""jinsoo"", date_max=""2023-11-30""); company_directory.find_email_address(name=""chenwei""); email.forward_email(email_id=""00000204"", recipient=""chenwei.zhang@atlas.com"")"
wb-email-065-no|train|workbench_email|no|can you forward my most recent email from kofi to nia|"Recorded tool actions: email.search_emails(query=""Kofi""); email.forward_email(email_id=""00000259"", recipient=""nia@example.com"")"
wb-email-065-yes|train|workbench_email|yes|can you forward my most recent email from kofi to nia|"Recorded tool actions: email.search_emails(query=""from kofi"", date_max=""2023-11-30""); email.search_emails(query=""kofi"", date_max=""2023-11-30""); email.forward_email(email_id=""00000259"", recipient=""nia""); company_directory.find_email_address(name=""Nia""); email.forward_email(email_id=""00000259"", recipient=""nia.johnson@atlas.com"")"
wb-email-066-no|train|workbench_email|no|fatima needs my most recent email from leila. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Leila""); email.forward_email(email_id=""00000052"", recipient=""fatima@example.com"")"
wb-email-066-yes|train|workbench_email|yes|fatima needs my most recent email from leila. Can you forward it?|"Recorded tool actions: company_directory.find_email_address(name=""fatima""); company_directory.find_email_address(name=""leila""); email.search_emails(query=""leila.azizi@atlas.com""); email.forward_email(email_id=""00000052"", recipient=""fatima.khan@atlas.com"")"
wb-email-067-no|train|workbench_email|no|can you forward my most recent email from sofia to dmitri|"Recorded tool actions: email.search_emails(query=""Sofia""); email.forward_email(email_id=""00000438"", recipient=""dmitri@example.com"")"
wb-email-067-yes|train|workbench_email|yes|can you forward my most recent email from sofia to dmitri|"Recorded tool actions: company_directory.find_email_address(name=""Sofia""); company_directory.find_email_address(name=""Dmitri""); email.search_emails(query=""sofia.santos@atlas.com""); email.forward_email(email_id=""00000438"", recipient=""dmitri.ivanov@atlas.com"")"
wb-email-068-no|train|workbench_email|no|anaya needs my most recent email from akira. Can you forward it?|"Recorded tool actions: email.search_emails(query=""akira"", date_max=""2023-11-30""); email.forward_email(email_id=""00000429"", recipient=""anaya@example.com"")"
wb-email-068-yes|train|workbench_email|yes|anaya needs my most recent email from akira. Can you forward it?|"Recorded tool actions: email.search_emails(query=""akira"", date_max=""2023-11-30"", date_min=""2023-11-30""); email.search_emails(query=""akira""); company_directory.find_email_address(name=""anaya""); email.forward_email(email_id=""00000429"", recipient=""anaya.patel@atlas.com"")"
wb-email-069-no|train|workbench_email|no|can you forward my most recent email from olga to raj|"Recorded tool actions: email.search_emails(query=""from:olga""); email.search_emails(query=""olga""); company_directory.find_email_address(name=""Raj""); email.forward_email(email_id=""00000206"", recipient=""raj@example.com"")"
wb-email-069-yes|train|workbench_email|yes|can you forward my most recent email from olga to raj|"Recorded tool actions: email.search_emails(query=""Olga""); company_directory.find_email_address(name=""Raj""); email.forward_email(email_id=""00000206"", recipient=""raj.patel@atlas.com"")"
wb-email-070-no|train|workbench_email|no|Forward the last email about 'Update on feedback discussion' to amir and akira|"Recorded tool actions: email.search_emails(query=""Update on feedback discussion""); email.forward_email(email_id=""00000092"", recipient=""amir@atlas.com""); email.forward_email(email_id=""00000092"", recipient=""akira@atlas.com"")"
wb-email-070-yes|train|workbench_email|yes|Forward the last email about 'Update on feedback discussion' to amir and akira|"Recorded tool actions: email.search_emails(query=""Update on feedback discussion""); company_directory.find_email_address(name=""amir""); company_directory.find_email_address(name=""akira""); email.forward_email(recipient=""amir.ali@atlas.com"", email_id=""00000092""); email.forward_email(recipient=""akira.sato@atlas.com"", email_id=""00000092"")"
wb-email-071-no|train|workbench_email|no|Forward the last email about 'Update on Annual Budget Planning Session' to carlos and nadia|"Recorded tool actions: email.search_emails(query=""Update on Annual Budget Planning Session""); email.forward_email(email_id=""00000012"", recipient=""carlos@example.com""); email.forward_email(email_id=""00000012"", recipient=""nadia@example.com"")"
wb-email-071-yes|train|workbench_email|yes|Forward the last email about 'Update on Annual Budget Planning Session' to carlos and nadia|"Recorded tool actions: email.search_emails(query=""Update on Annual Budget Planning Session""); company_directory.find_email_address(name=""carlos""); company_directory.find_email_address(name=""nadia""); email.forward_email(email_id=""00000012"", recipient=""carlos.rodriguez@atlas.com""); email.forward_email(email_id=""00000012"", recipient=""nadia.moreau@atlas.com"")"
wb-email-072-no|train|workbench_email|no|dmitri and yuki need the last email about 'Update on IT Systems Update Briefing'. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Update on IT Systems Update Briefing""); email.forward_email(email_id=""00000412"", recipient=""dmitri.ivanov@atlas.com""); email.forward_email(email_id=""00000412"", recipient=""yuki@example.com"")"
wb-email-072-yes|train|workbench_email|yes|dmitri and yuki need the last email about 'Update on IT Systems Update Briefing'. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Update on IT Systems Update Briefing""); company_directory.find_email_address(name=""dmitri""); company_directory.find_email_address(name=""yuki""); email.forward_email(email_id=""00000412"", recipient=""dmitri.ivanov@atlas.com""); email.forward_email(email_id=""00000412"", recipient=""yuki.tanaka@atlas.com"")"
wb-email-073-no|train|workbench_email|no|Forward the last email about 'Update on project debrief' to olga and kofi|"Recorded tool actions: email.search_emails(query=""Update on project debrief"", date_min=""2023-11-29"", date_max=""2023-11-30""); email.forward_email(email_id=""00000245"", recipient=""olga@example.com""); email.forward_email(email_id=""00000245"", recipient=""kofi@example.com"")"
wb-email-073-yes|train|workbench_email|yes|Forward the last email about 'Update on project debrief' to olga and kofi|"Recorded tool actions: email.search_emails(query=""Update on project debrief""); company_directory.find_email_address(name=""olga""); company_directory.find_email_address(name=""kofi""); email.forward_email(email_id=""00000245"", recipient=""olga.petrova@atlas.com""); email.forward_email(email_id=""00000245"", recipient=""kofi.mensah@atlas.com"")"
wb-email-074-no|train|workbench_email|no|lena and aisha need the last email about 'Update on Team Building Retreat'. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Update on Team Building Retreat""); email.forward_email(email_id=""00000262"", recipient=""lena@example.com""); email.forward_email(email_id=""00000262"", recipient=""aisha@example.com"")"
